职位名称,关键词,薪水,城市,公司名称,技能要求,工作经验,招聘类型,产业链环节,获取时间,职位详情
数据开发工程师,"数据开发,数据分析",15-25K,成都,珠海宽德私募基金管理有限公司,"Python,SQL,Pandas,NumPy",应届生,校招,数据中心其他,2023/1/6,"交易为王，数据先行，数据开发工程师需要时刻跟踪行业动态，丰富研究数据源，提供新的研究思路和方向；同时持续优化数据平台，提供更快，更便捷的访问方式。
岗位职责
●  与数据提供商进行技术对接，对数据进行转换，清洗，并提供各类数据服务。
●  搭建高性能数据仓库，持续优化数据仓库性能。
●  负责大数据平台的设计，开发，维护与优化，为研究部门提供可靠，高质量，稳定的数据。
任职要求
●  全日制重点高校本科及以上学历，计算机，数学，自动化等理工科类专业。
●  熟练使用Python，熟悉Pandas/NumPy等常见数据处理和分析工具。
●  熟悉数据常用的关系型数据库/非关系型数据库，熟练使用SQL。
●  有数据分析经验者优先。
●  具有强烈的好奇心，喜欢挑战困难，具有优秀的学习能力。"
数据开发工程师,"数据开发,数据分析",11-15K,上海,上海华讯网络系统有限公司,Python,应届生,校招,数据中心其他,2023/1/6,熟悉hadoop、hive、hbase、spark，clickhouse等大数据开源框架，了解数据仓库建设的基本思路，参与大数据平台的设计与开发，并实现业务需求。
数据开发工程师,"数据开发,数据分析",7-12K,广州,北京海致星图科技有限公司,"SQL,数据开发,Hive",应届生,校招,数据中心其他,2023/1/6,"岗位职责
1、日常数据运维工作，监控调度，数据异常排查；
2、根据业务需求，进行数据加工脚本的开发；
3、配合算法进行模型开发。
任职要求
1、2023年全日制本科在读，计算机专业或有相关专业机构培训经验；
2、熟练使用SQL，对SQL执行原理有一定了解；
3、熟悉Linux操作系统，能够灵活运用Linux命令操作文件；
4、至少了解python/scala/shell中的一种脚本语言，有过脚本开发实战经验或练习；
5、了解Hadoop生态，了解HIVE、SPARK的执行原理；
6、思维敏捷，对日常工作中遇到的问题能够独立思考并提出合理的应对办法。
注：
*毕业前实习期间发放实习薪资：150-200元/天+生活补贴850元/月。
*视工作表现3-4个月组织转正答辩，确定转正后正式薪资。"
数据开发实习生（23届）+深圳,"数据开发,数据分析",4-5K,深圳,深圳太极数智技术有限公司,"Java,计算机相关专业,大数据开发经验",应届生,校招,数据中心其他,2023/1/6,"岗位职责：
1.根据开发进度和任务分配，完成相应模块软件的开发、编程任务；
2.管理开发环境，完成各组件的搭建与监控，维护演示环境数据仓库；
3.梳理技术栈，维护通用技术组件的工具及版本，编写、更新自定义技术组件；
4.完成开发文档的编写工作；
5.完成领导交办的其它任务。
任职资格：
1.**及以上学历，计算机相关专业；
2.熟悉java编程，了解spring、SpringBoot、SpringMvc、MyBatis等架构；
3.熟悉kettle、datax、sqoop、flume等数据同步工具的一种或多种；
4.了解Hadoop、Spark、Flink等大数据处理框架；
5.了解clickhouse、doris等MPP分析型数据的一种或多种；
6.有数据仓库建设、数据挖掘分析工作经验者优先；
7.良好的逻辑思维能力与团队配合能力，工作积极主动，学习能力强，认真负责，能吃苦耐劳，有强烈的团队合作意识。
实习薪资：4000元/月、转正薪资：10-14k
福利：实习期提供住宿、公司提供免费午餐或餐补、线上学习平台、技术交流分享、学校往返2次报销。"
大数据开发工程师,"数据开发,数据分析",18-35K,北京,华为技术服务有限公司,"Java,大数据开发经验,计算机相关专业,数学/统计相关专业,Python",应届生,校招,数据中心其他,2023/1/6,"我们招聘的方向包括：AI软件开发、自然语言处理/语音语义、机器学习 、计算机视觉 、决策推理、AI平台/性能优化。
 •从事机器学习算法和理论前沿研究。研究领域包括：元学习，AutoML, 深度学习，强化学习，贝叶斯学习
 • 探索人工智能应用，构建智能系统，提供AI云服务。
 • 从事计算机视觉、模式识别、多媒体内容分析等方向的应用研究和开发工作；如3D重建、图像超分、OCR、多目标跟踪、场景识别等；
 • 负责计算视觉核心算法及平台的设计与研发，提升公司相关产品的核心竞争力和用户体验；应用场景包括视频监控、智能摄影等。
 • 从事语音识别与合成、机器翻译、对话和问答系统、深度自然语言处理、多模态语义理解、知识图谱等方向的应用研究和开发工作；
 • 负责自然语言处理核心算法及平台的设计与研发，提升华为终端手机等相关产品的核心竞争力和用户体验。
专业要求
1、获得计算机科学、机器学习、统计学、应用数学等领域的优秀硕士；
2、有良好的研究背景和成果，对算法研究兴趣浓厚，业务抽象能力强；具备创造性思维，能够将全新想法转化为工程应用；对研究工作充满热情，具备良好的团队合作精神和沟通能力；/3具备较强的编程能力，精通主流编程语言，如C++ /Java /Python等；
3、在高水平国际会议和学术期刊发表过相关论文，或有高水平竞赛获奖经历。
工作地点
东莞（松山湖）、南京、西安、北京、上海、长沙、济南
职位招聘3人"
数据库内核开发工程师,"数据开发,数据分析",6-11K,重庆,天津神舟通用数据技术有限公司,"Java,SQL,HIVE,数据库",应届生,校招,数据中心其他,2023/1/6,"工作内容：
1、研发具有自主知识产权的数据库系统；
2、负责数据库内核功能设计与开发；
3、研究业界主流数据库新进展新技术；
4、解决数据库产品功能缺陷；
任职要求:(应届生无经验要求）
1、计算机、软件、数学等相关专业；
2、熟练掌握C/C++编程语言；
3、熟练掌握数据结构、算法等基础知识；
4、良好的自主学习能力和团队协作精神；
优先录用条件（任一）：
1、熟悉多线程并发程序设计；
2、熟悉数据库系统实现(mysql、postgresql等)；
3、熟悉linux操作系统；"
大数据开发工程师,"数据开发,数据分析",11-16K,厦门,厦门真有趣信息科技有限公司,"Java,计算机相关专业,golang",应届生,校招,数据中心其他,2023/1/6,"使命愿景：创作长期有效的快乐，赢得百万人热爱！
价值观：用户第一、热爱创作、讲逻辑
岗位职责：
1、负责数据平台系统设计和开发；
2、负责数据平台的系统监控，紧急事务处理，及时定位和排除大数据平台各类故障和潜在风险；
3、参与数据平台的架构设计，系统改进，性能优化等。
岗位要求：
1、对大数据开发感兴趣；
2、掌握 golang/java 编程语言；
3、熟悉linux系统，有一定的运维操作能力；
4、具备一定的设计文档撰写能力，或熟悉markdown；
5、具备良好的分析能力和团队协作能力，有很强的 Ownership；
6、具备良好的技术敏感度和风险识别能力，有不断钻研和探索的精神，敢于挑战自我,，有解决疑难问题的毅力和决心。"
大数据开发工程师（校招）,"数据开发,数据分析",10-12K,上海,上海南洋万邦软件技术有限公司,"SQL,Python,Java,Scala,Spark",应届生,校招,数据中心其他,2023/1/6,"岗位职责：
1、	对接业务需求，展开需求调研、梳理流程、构建主题模型。
2、	负责离线数仓、实时数仓建设和数据集成，实现高质量数据互通与共享。
3、	负责ETL/数据处理/数据建模/数据分析工作。
4、	负责数据质量监控、数据治理以及数据日常运维工作。
5、	参与数据应用项目，挖掘数据价值，驱动公司业务。
岗位要求：
1、	全日制本科及以上学历，计算机相关专业，2年及以上大数据开发或数仓开发工作经验。
2、	精通SQL，对SQL优化有一定经验，熟悉存储过程、函数、包、触发器等开发，至少熟悉一种主流数据库（如：MySQL/SQLServer/Orcale/Postgre/InfluxDB）。
3、	熟悉java/scala/python等至少一种开发语言或脚本语言，具有基于Hadoop/Spark/Flink/Hive等分布式系统开发经验。具备TB级数据加工处理（ETL）经验，了解主流OLAP引擎原理及优化。
4、	熟悉数仓领域技术栈，包括但不限于元数据管理、数据质量、主数据管理、性能调优等。
5、	有基于主流公有云（如Azure/AWS/Aliyun/Huaweicloud）大数据开发或数仓开发经验者优先，有BI工具（如Tableau）使用经验者优先。"
大数据开发工程师,"数据开发,数据分析",15-25K,北京,百度在线网络技术（北京）有限公司,"Java,SQL,Scala,Spark,Flink,HIVE",应届生,校招,数据中心其他,2023/1/6,"-计算机相关专业应届毕业生
-对Spark及Hadoop技术有深入了解
-熟悉Python/Java/Scala/Php等编程语言，熟练使用SQL，有良好的编码习惯，对分布式有深刻理解
-了解Windows、Unix、Linux等主流操作系统原理，熟练运用系统层支持应用开发
-技术视野开阔，有强烈的上进心和求知欲，善于学习和运用新知识，勇于解决难题
-善于沟通和逻辑表达，拥有优秀的分析问题和解决问题的能力，良好的团队合作精神和积极主动的沟通意识
-有激情，具有自我驱动力，追求卓越
具有以下条件者优先：
-计算机领域相关的编程大赛获奖、专业期刊发表文章或者有发明专利等
-具备大数据云平台、计算存储平台、可视化开发平台经验，熟悉软件工程开发流程
-具备专业领域的计算机知识和技能： Storm/Hive/Hbase/Storm/Kafka等"
大数据开发工程师,"数据开发,数据分析",3-4K,济南,山东麦港数据系统有限公司,"Python,Hadoop",应届生,校招,数据中心其他,2023/1/6,"1、 计算机及数学相关专业或参加过大数据相关培训；
2、 熟练使用相应开发工具；
3、 掌握基本的Python开发技术；
4、 熟悉数据分析流程，了解常见算法模型思想；
5、 熟悉Hadoop组件，了解星环TDH产品优先；
6、 有较好的自学能力和抗压能力。
岗位职责：
1、 参与大数据产品模块开发实现；
2、 参与系统调试和Bug分析；
3、 参与数据分析与算法实现。
注：该岗位面向实习生和应届生。"
